latitude,longitude
53.32505065,9.847935671
53.32507881,9.847819749
53.32509608,9.847711036
53.32511846,9.847619254
53.32516666,9.847557312
53.32523421,9.847566532
53.32530378,9.847608525
53.32538668,9.847656051
53.325471,9.847709946
53.32555533,9.847765434
53.32564803,9.84779913
53.32573679,9.847832322
53.32582363,9.847878255
53.32590988,9.847927457
53.32599194,9.847985208
53.32606855,9.848038265
53.32614265,9.848057879
53.32621574,9.848027118
53.32627206,9.847932821
53.326305,9.847809607
53.32633493,9.84767667
53.32636141,9.847546332
53.32638706,9.847423285
53.32641221,9.847304178
53.32643668,9.847188676
53.32646878,9.847068312
53.32649854,9.846952893
53.32651363,9.846907631
53.32652788,9.846922802
53.32655956,9.846928166
53.32659686,9.846950462
53.32664338,9.846993294
53.32669677,9.847040232
53.32674849,9.847087758
53.3267966,9.847142659
53.32684714,9.847198986
53.32689953,9.847244332
53.3269484,9.847280122
53.32699341,9.847325217
53.32703834,9.84738565
53.32708913,9.847449018
53.3271556,9.847498136
53.3272302,9.847559156
53.32730698,9.847636186
53.32738535,9.847722771
53.32745357,9.847807679
53.32752063,9.847889068
53.32758559,9.847965594
53.32764971,9.848042624
53.32771844,9.848119486
53.32778826,9.848187799
53.32785146,9.848250244
53.32790544,9.848315287
53.32796403,9.848381337
53.32803293,9.848451912
53.32810728,9.848533971
53.32818196,9.848614857
53.32825631,9.848695407
53.32833627,9.848781489
53.32841942,9.848871091
53.3285086,9.84896631
53.32859209,9.849067228
53.32867423,9.849160351
53.3287552,9.849247104
53.32883114,9.849330503
53.32890398,9.849410383
53.3289707,9.849489173
53.32903775,9.849556731
53.32911076,9.849592606
53.32918092,9.849579027
53.32924278,9.849549523
53.32929776,9.849524209
53.32935736,9.849480372
53.32941033,9.849444497
53.32946808,9.849417172
53.32953438,9.849385154
53.32959071,9.849358834
53.32965424,9.84932581
53.32973496,9.849274093
53.32983018,9.84921433
53.32994099,9.849150209
53.33006429,9.849091368
53.3301756,9.849032694
53.33027174,9.848974692
53.33035153,9.848919958
53.33042848,9.848873774
53.33050417,9.848833624
53.33057826,9.848787272
53.33065471,9.84874947
53.33073065,9.848712171
53.33079862,9.848679146
53.33086216,9.848645786
53.33091731,9.848611839
53.33097607,9.848567164
53.33104178,9.848520141
53.33108864,9.848509161
53.33112225,9.848517543
53.33113792,9.848506646
53.33113826,9.84850673
53.33116441,9.848421235
53.33119014,9.848376056
53.33121529,9.848321239
53.3312427,9.848247729
53.33127723,9.848148655
53.33131361,9.848036589
53.33134915,9.847905496
53.33138946,9.847772643
53.33143288,9.84764507
53.33147412,9.847525125
53.33151427,9.847408365
53.33155836,9.847286576
53.33160195,9.847157998
53.33164142,9.847030593
53.33167965,9.846898662
53.33171594,9.846763462
53.33175944,9.846635805
53.33180278,9.846512089
53.33185382,9.846400442
53.33190244,9.846284017
53.33194887,9.846158037
53.33199087,9.846023172
53.33203194,9.84589057
53.33207259,9.845758807
53.3321119,9.845625451
53.33215138,9.845507685
53.33218784,9.845414981
53.33221525,9.845338957
53.33224266,9.845262095
53.3322839,9.845156902
53.33232438,9.845041903
53.33236445,9.844917264
53.33240384,9.844790865
53.33244366,9.84466522
53.33248808,9.844552316
53.33253326,9.844439328
53.33258213,9.844328519
53.33263359,9.844219303
53.33268648,9.844105476
53.33274264,9.843991315
53.33279779,9.843870196
53.33285512,9.843745977
53.33291011,9.843623349
53.33296476,9.84350156
53.33302033,9.843382118
53.33307758,9.843267622
53.33313315,9.843152873
53.33318403,9.843035527
53.33323524,9.842921784
53.33328864,9.842809718
53.33334236,9.842691533
53.33339542,9.842573851
53.33344881,9.84245793
53.33350061,9.842344271
53.33354923,9.842233462
53.33360061,9.842122402
53.33365384,9.842007989
53.33370673,9.841896677
53.33376138,9.84178788
53.33381594,9.841676233
53.33386556,9.841571124
53.33391108,9.841475319
53.33395173,9.841376999
53.33398769,9.841288822
53.33402541,9.841193436
53.33405592,9.841102911
53.33408626,9.841008531
53.33409682,9.840929825
53.3341057,9.840863356
53.3341368,9.84080418
53.33415801,9.840736873
53.33413638,9.840684822
53.33408366,9.840635871
53.33402851,9.840570409
53.33397729,9.840488769
53.33392214,9.840392377
53.33386992,9.840309229
53.33382877,9.840252986
53.33379448,9.840256255
53.33376733,9.840290872
53.33375626,9.840294309
53.33375685,9.840294057
53.33372165,9.840198504
53.33372089,9.840114266
53.33371318,9.840041175
53.33368108,9.839994991
53.33365895,9.839954842
53.33365032,9.839936066
53.33364914,9.839934893
53.33362752,9.839763232
53.33360095,9.839637922
53.33356876,9.83949786
53.33359944,9.839356961
53.33366616,9.839272052
53.3337452,9.839221761
53.33383019,9.83917281
53.33390747,9.839132074
53.33398199,9.839099133
53.33406321,9.839066779
53.33414108,9.83904859
53.334215,9.839009615
53.3342979,9.838955887
53.33438742,9.838891765
53.33447459,9.838829655
53.33456746,9.838763941
53.3346657,9.838696802
53.334761,9.83862916
53.33485614,9.838560177
53.33494834,9.83849748
53.33503953,9.838433443
53.33512461,9.838381056
53.33521027,9.838332105
53.33529904,9.838269744
53.33539191,9.838204784
53.33548805,9.838137142
53.33558318,9.838069249
53.33566901,9.838008648
53.33575384,9.83795098
53.33583497,9.837896666
53.33591544,9.837842519
53.33599364,9.83778703
53.33605911,9.837707989
53.33612465,9.837627271
53.33620646,9.837566083
53.33629204,9.837508751
53.33637653,9.83745452
53.33646177,9.837394087
53.33654936,9.837333905
53.33664039,9.83727104
53.33673167,9.837210607
53.33681717,9.837156292
53.33689663,9.837101726
53.33697835,9.83704322
53.3370625,9.836978344
53.33714498,9.83691657
53.33722578,9.836856555
53.33729368,9.836809868
53.33733961,9.836779106
53.33738688,9.836744154
53.33743592,9.836701155
53.3374852,9.836644242
53.33754262,9.836575426
53.33760196,9.836518764
53.33767162,9.836438047
53.33773959,9.836347019
53.33780196,9.836257584
53.33785962,9.836178124
53.33789768,9.836116768
53.33791763,9.836105872
53.33791939,9.836105034
53.33791997,9.83610319
53.33799139,9.836026579
53.33801829,9.835944939
53.33801796,9.835842932
53.33802064,9.835730949
53.33801645,9.835602874
53.33802039,9.835498603
53.33803573,9.835390477
53.33806079,9.835276734
53.33808082,9.835159639
53.33809499,9.835061906
53.33812508,9.83494129
53.33816271,9.834803492
53.33819054,9.834649684
53.33821887,9.834482633
53.33824108,9.834327819
53.33825248,9.834180549
53.33825156,9.834076613
53.33823949,9.833975947
53.33821996,9.833871424
53.33819171,9.833751898
53.33815232,9.833628433
53.33809792,9.833522653
53.33803623,9.833408911
53.33796457,9.833315033
53.33788737,9.833244542
53.33781336,9.833152928
53.33774437,9.8330619
53.3376852,9.832967101
53.33762828,9.832861237
53.33757212,9.832756547
53.33751613,9.83265454
53.33746031,9.832555465
53.33740055,9.83245681
53.33734221,9.832350276
53.33728597,9.832242066
53.33724263,9.832136789
53.33720332,9.832034279
53.33717449,9.831923805
53.33715932,9.831821965
53.33716912,9.831706882
53.33719988,9.831594983
53.33723752,9.831489958
53.33727339,9.8313851
53.33727784,9.83126943
53.33725696,9.831175469
53.33722117,9.831098439
53.33717851,9.83100079
53.33713979,9.830894508
53.33710332,9.830812952
53.33708547,9.830795852
53.33708463,9.83080239
53.33710182,9.830762828
53.3371242,9.830688816
53.33714322,9.830590999
53.33715756,9.830475161
53.33716946,9.830364771
53.33718555,9.830269385
53.33720215,9.830159498
53.33722671,9.830060676
53.33725462,9.829955651
53.33727968,9.829845596
53.3373055,9.829732608
53.33733492,9.82958517
53.3373609,9.829462292
53.33738462,9.829342933
53.33739996,9.829244362
53.33741186,9.829146294
53.33742326,9.829061469
53.33744078,9.828989133
53.33745888,9.828904979
53.33746995,9.828835744
53.33748135,9.828773132
53.33749769,9.828697359
53.33751865,9.828606919
53.33753533,9.828533577
53.33756056,9.828449171
53.33758084,9.828371303
53.33759727,9.828289412
53.33761236,9.82820861
53.33763616,9.828130575
53.3376634,9.828069806
53.33769643,9.828011133
53.33773398,9.827974504
53.33777706,9.827939887
53.33782182,9.827908706
53.33786222,9.827878615
53.33789935,9.827854475
53.33792886,9.827834694
53.33795752,9.827821283
53.33799072,9.827803429
53.33802852,9.82779027
53.33806875,9.827768141
53.33810899,9.82774266
53.33815157,9.827720448
53.3382058,9.82769019
53.33826556,9.827665547
53.33832499,9.827643083
53.33838425,9.827612322
53.33843747,9.827585165
53.33849824,9.827550631
53.33856052,9.827509895
53.33862489,9.827472679
53.33869362,9.827436721
53.33876671,9.827390537
53.33884047,9.827341083
53.3389191,9.827289702
53.33899889,9.827230945
53.33907651,9.827168668
53.33915329,9.827108402
53.33922856,9.827060541
53.33930609,9.827030869
53.33937524,9.827009579
53.33944531,9.826987535
53.33951673,9.826966832
53.33959292,9.826957527
53.33965972,9.826955181
53.3397194,9.826947721
53.33977749,9.826936405
53.33983943,9.826930622
53.3399085,9.82691084
53.33998377,9.826887706
53.34005635,9.826872367
53.34012592,9.82686474
53.34019239,9.826853676
53.34026557,9.826838253
53.3403353,9.826821573
53.34040672,9.826807408
53.34047939,9.826804809
53.34057201,9.826782262
53.34063957,9.826752003
53.34070947,9.826730797
53.34078139,9.826712776
53.34085364,9.826703221
53.34092287,9.82669903
53.34098943,9.826699784
53.34105472,9.826697856
53.34112144,9.826699365
53.34119344,9.826699533
53.34126712,9.826703472
53.3413408,9.826709507
53.34141389,9.826715374
53.34148522,9.826718559
53.34155479,9.826722918
53.34162243,9.826727863
53.34168672,9.826732054
53.34175168,9.826740352
53.34181689,9.826746052
53.34188193,9.826754015
53.34194681,9.826758541
53.34201328,9.826758122
53.34207924,9.826744962
53.34213766,9.826704645
53.34217781,9.826655276
53.34219986,9.826598111
53.34220363,9.826543964
53.34219793,9.826471209
53.34219458,9.826381439
53.34218628,9.826288316
53.34218385,9.826197708
53.34217345,9.826096119
53.34216013,9.82598858
53.34215057,9.825882884
53.34214378,9.825793533
53.34213783,9.825696889
53.3421354,9.825614914
53.34212534,9.825522462
53.34211646,9.825437469
53.34210095,9.825342586
53.34208528,9.825252816
53.34208092,9.825171512
53.34206876,9.825073611
53.34204731,9.824964898
53.34203515,9.824865405
53.34202392,9.82478058
53.34201654,9.824710507
53.34201386,9.8246432
53.34200288,9.824547144
53.34199861,9.824448992
53.34198218,9.82433659
53.34196986,9.824239528
53.34195561,9.824140537
53.34194463,9.824042218
53.34192887,9.823947838
53.34192066,9.823860833
53.34191688,9.823779026
53.34191001,9.823681125
53.34190238,9.823577357
53.34189358,9.823470991
53.34188411,9.823376276
53.34187531,9.823294133
53.34187187,9.823208051
53.34186131,9.823102942
53.34185452,9.822998839
53.34184974,9.822896998
53.34184421,9.822800355
53.34183742,9.822700946
53.34182259,9.82260338
53.34180574,9.822499696
53.3417997,9.822401795
53.34179048,9.822277073
53.34177598,9.822169533
53.34176442,9.822078841
53.34175092,9.82199586
53.34175042,9.82192562
53.34173877,9.821832916
53.34172997,9.821763178
53.3417148,9.821657734
53.34170256,9.821563521
53.34170449,9.821476014
53.34170658,9.821394542
53.34171823,9.821301755
53.34173659,9.8211917
53.34175687,9.82107888
53.34178118,9.820973687
53.34180893,9.82086732
53.34183315,9.82076372
53.34184472,9.820654001
53.34185528,9.820562135
53.34186265,9.820471359
53.34187707,9.820392402
53.34188973,9.820309337
53.34190507,9.820221914
53.34192384,9.82012636
53.34193658,9.820056707
53.34195703,9.820002895
53.34197078,9.819964087
53.34198243,9.819926033
53.34200297,9.819919663
53.34202543,9.81991698
53.34205058,9.819891332
53.34208444,9.819887308
53.34209978,9.819889571
53.34210791,9.819891751
53.34211126,9.819891332
53.34225845,9.819892421
53.34230673,9.819904156
53.34233766,9.819911113
53.34237965,9.819922429
53.34243371,9.819941958
53.34247336,9.819942042
53.34251611,9.819954699
53.34254636,9.81996702
53.34259464,9.819974983
53.34265416,9.819994178
53.3427047,9.820013121
53.34274787,9.820026867
53.34279598,9.820031896
53.34284007,9.820037512
53.34289086,9.820048241
53.3429352,9.820064167
53.34298222,9.820076907
53.34302883,9.820085373
53.34308239,9.820094928
53.34314341,9.820108255
